fecha;idnro;nro;nroasiento;iddocumentotipo;idorden;ctbcuenta;ctbcuentanombre;naturaleza;sucursal;sucursalnombre;centrocosto;centrocostonombre;crm_proyecto;moneda;debelocal;haberlocal;debe;haber;observacion;obsgral;cotizacioninforme;ID sucursal de linea;sucursal de linea;COD centro de costo;centro de costo
01/01/2022 0:00;50CON    12492310;124923;0;10;1;52210014;GDD-COMBUSTIBLES Y LUBRICANTES;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;4680000;0;4680000;0;FACTURA NRO 8605, GENERAL SANTOS S.R.L;Nro.Comprobante:001012-8605, FACTURA NRO 8605, GENERAL SANTOS S.R.L;1;1;SAN LORENZO-MATRIZ;DEP05;DEP-COMBUSTIBLES/MOVILIDAD
01/01/2022 0:00;50CON    12492310;124923;0;10;2;21210027;AV-GTOS. PENDIENTES DE REPOSICION;A;1;001 CASA MATRIZ;;;;Gs;0;4680000;0;4680000;FACTURA NRO 8605, GENERAL SANTOS S.R.L;Nro.Comprobante:001012-8605, FACTURA NRO 8605, GENERAL SANTOS S.R.L;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125041A1;125041;0;A1;1;21210027;AV-GTOS. PENDIENTES DE REPOSICION;A;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;100000;0;100000;0;RECLASIFICACION DE CUENTAS- REPOSICION FF CNEL OVIEDO;RECLASIFICACION DE CUENTAS;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125041A1;125041;0;A1;2;11120011;FONDO FIJO CNEL.OVIEDO;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;80000;0;80000;0;RECLASIFICACION DE CUENTAS- REPOSICION FF CNEL OVIEDO;RECLASIFICACION DE CUENTAS;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125041A1;125041;0;A1;3;11120011;FONDO FIJO CNEL.OVIEDO;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;0;180000;0;180000;RECLASIFICACION DE CUENTAS- REPOSICION FF CNEL OVIEDO;RECLASIFICACION DE CUENTAS;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;1;11110001;RECAUD. A DEP. CENTRAL;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;164675873;0;164675873;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;2;11110009;RECAUD. A DEP. SUC. OVIEDO;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;21654966;0;21654966;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;3;11120001;FONDO FIJO CENTRAL;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;10218262;0;10218262;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;4;11120004;FONDO FIJO AGRICOLA_COLONIA;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;120346;0;120346;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;5;11120005;FONDO FIJO GANADERIA LP;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;790658;0;790658;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;6;11120008;FONDO FIJO CENTRAL ADM.;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;1582742;0;1582742;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;7;11120009;FONDO FIJO SAN IGNACIO;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;95618;0;95618;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;8;11120010;FONDO FIJO ENCARNACION;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;457586;0;457586;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;9;11120011;FONDO FIJO CNEL.OVIEDO;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;6909;0;6909;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;10;11130001;ITAU S.A.;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;1969328410;0;1969328410;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;11;11130002;BANCO CONTINENTAL;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;104006730;0;104006730;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;12;11130003;BANCO SUDAMERIS;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;204760223;0;204760223;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;13;11130005;BANCO GNB PARAGUAY S.A.;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;23101176;0;23101176;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;14;11130006;B.N.F.;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;120418961;0;120418961;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;15;11130007;BANCO BASA S.A.;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;21971170;0;21971170;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;16;11130008;BANCO DO BRASIL;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;15022027;0;15022027;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;17;11130009;BBVA BANCO S.A.;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;530317532;0;530317532;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;18;11130011;BANCO REGIONAL;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;241547710;0;241547710;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;19;11130012;BANCO ATLAS S.A.;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;35983147;0;35983147;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;20;11130013;VISION BANCO;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;117986234;0;117986234;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;21;11130014;BANCOP;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;86383481;0;86383481;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;22;11130015;BANCO FAMILIAR SAECA;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;2236077608;0;2236077608;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;23;11130016;BCO. FAMILIAR - FONDO FIJO LP;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;725855;0;725855;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;24;11130017;BCO. FAMILIAR FONDO FIJO COL;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;3517059;0;3517059;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;25;11130018;BCO. FAMILIAR FONDO FIJO SIGN;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;423946;0;423946;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;26;11130019;BCO. FAMILIAR FONDO FIJO ENC;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;60946;0;60946;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;27;11130020;BCO. FAMILIAR FONDO FIJO OVI;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;14063;0;14063;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;28;11140001;ITAU S.A. $;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;360033211;0;360033211;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;29;11140002;BBVA BANCO S.A. ~$;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;62867671;0;62867671;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;30;11140003;BANCO DO BRASIL USD;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;55897247;0;55897247;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;31;11140015;BANCO FAMILIAR USD;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;1108296521;0;1108296521;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;32;11150020;PTMO. FINANCIERO OTORGADO;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;10000000000;0;10000000000;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;33;11210001;DV-DISTRIBUCION;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;7563565876;0;7563565876;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;34;11210002;DV-ESTACION PETROBRAS;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;9155881;0;9155881;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;35;11210004;DV-GANADERIA;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;49872500;0;49872500;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;36;11210006;DV-CHEQ. DIF. RECIBIDOS;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;1225420671;0;1225420671;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;37;11210007;DV-CHEQ. RECHAZADOS;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;39450007;0;39450007;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;38;11210009;DV-EN COBRO JUDICIAL;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;1115165313;0;1115165313;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;39;11210010;DV-DEUDORES VARIOS;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;422811484;0;422811484;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;40;11210012;DV-EN GESTION DE COBRO;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;5499821;0;5499821;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;41;11210013;DV-AZUCARERA PARAGUAYA S.A.;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;1937333504;0;1937333504;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;42;11210099;PREVIS. CREDITOS INCOBRABLES;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;-791142575;0;-791142575;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;43;11220001;ANTICIPO DE SUELDO AL PERSONAL;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;204508;0;204508;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;44;11220002;FONDOS A RENDIR;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;23146986;0;23146986;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;45;11220003;ANTICIPO A PROVEEDORES;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;43278441;0;43278441;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;46;11220006;ANTICIPO DE IMPUESTO A LA RENTA;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;205768408;0;205768408;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
01/01/2022 0:00;50CON    125503A1;125503;0;A1;47;11220011;RETENCIONES DE I.V.A.;D;1;001 CASA MATRIZ;3;COMERCIAL DEPOSITO;;Gs;3209137343;0;3209137343;0;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;ASIENTO DE REAPERTURA CORRESPONDIENTE AL 2022;1;1;SAN LORENZO-MATRIZ;0;NO APLICA
